ID_Kasus,Kategori_Hewan,Jenis_Spesies_Ras,Kategori_Umur,Nama_Penyakit,Gejala_Klinis,Penyebab_Utama,Tingkat_Keparahan,Tindakan_Pertama,Cara_Penanganan,Pemberian_Obat,Dosis_Metode,Kontraindikasi
VET-113197,Kucing,Maine Coon,Muda / Sub-Dewasa,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113198,Reptil,Ular Piton,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113199,Reptil,Gecko,Dewasa / Adult,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113200,Ikan,Ikan Cupang,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113201,Anjing,Chihuahua,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113202,Ikan,Ikan Cupang,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113203,Unggas,Burung Kanari,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113204,Unggas,Ayam Broiler,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113205,Unggas,Burung Kanari,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113206,Unggas,Ayam Kampung,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113207,Anjing,German Shepherd,Muda / Sub-Dewasa,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113208,Kucing,Siam,Dewasa / Adult,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113209,Reptil,Iguana Hijau,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113210,Anjing,Husky,Dewasa / Adult,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113211,Unggas,Ayam Broiler,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113212,Reptil,Ular Piton,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113213,Unggas,Bebek Pekin,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113214,Ikan,Ikan Guppy,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113215,Unggas,Ayam Broiler,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113216,Ikan,Ikan Cupang,Anak / Juvenile,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113217,Kelinci,Holland Lop,Dewasa / Adult,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113218,Anjing,Husky,Tua / Senior,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113219,Reptil,Bearded Dragon,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113220,Ikan,Ikan Guppy,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113221,Kelinci,New Zealand White,Dewasa / Adult,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113222,Reptil,Gecko,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113223,Unggas,Burung Merpati,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113224,Ikan,Ikan Guppy,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113225,Ikan,Ikan Cupang,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113226,Ikan,Ikan Mas Koki,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113227,Ikan,Ikan Guppy,Anak / Juvenile,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113228,Unggas,Bebek Pekin,Anak / Juvenile,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113229,Kucing,Kucing Domestik,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113230,Unggas,Bebek Pekin,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113231,Anjing,Bulldog,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113232,Unggas,Ayam Broiler,Anak / Juvenile,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113233,Reptil,Iguana Hijau,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113234,Reptil,Ular Piton,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113235,Unggas,Burung Kanari,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113236,Unggas,Bebek Pekin,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113237,Kucing,Persia,Muda / Sub-Dewasa,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113238,Ikan,Ikan Arwana,Anak / Juvenile,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113239,Anjing,German Shepherd,Dewasa / Adult,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113240,Kucing,Siam,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113241,Kelinci,Holland Lop,Dewasa / Adult,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113242,Anjing,German Shepherd,Muda / Sub-Dewasa,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113243,Ikan,Ikan Mas Koki,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
